Días Transaccionales S&P500;S&P500;Europa;Japón;Asia Pacífico;Asia Emergente;Latam;Europa Emergente;Caja USD y Short Duration;Treasuries;Treasuries 20+ Años;US HY;US IG;Deuda Emergente
12/02/2012;100;100;100;100;100;100;100;100;100;100;100;100;100
13/02/2012;99,262;98,0713;98,7692;97,7495;100;97,9517;97,4302;100,0237;100,5638;101,2988;99,4708;100,136;99,6946
14/02/2012;100,000013;99,06250663;99,79481937;99,24985708;100;99,38551698;100,4442032;99,96448597;100,4969251;101,4286651;99,4708;100,1722492;100,2245765
15/02/2012;99,87441295;98,17847282;99,48715194;98,52245487;100;97,84921566;99,49239397;99,98817755;100,7071646;101,965527;99,37003608;100,2538896;100,3862387
16/02/2012;99,40899819;97,88383922;101,1281925;98,68156864;100;97,05037467;100,0952184;99,99997616;100,7836014;101,7837225;98,94165185;100,2175977;100,5209571
17/02/2012;100,5090582;99,25000397;102,1025627;99,22717903;97,7998;98,50467453;101,078754;99,96447617;100,3249352;100,969758;99,31970791;100,1994583;100,4041517
18/02/2012;100,5090582;99,25000397;102,1025627;99,22717903;97,7998;98,50467453;101,078754;99,96447617;100,3249352;100,969758;99,31970791;100,1994583;100,4041517
19/02/2012;100,5090582;99,25000397;102,1025627;99,22717903;97,7998;98,50467453;101,078754;99,96447617;100,3249352;100,969758;99,31970791;100,1994583;100,4041517
20/02/2012;100,5090582;99,25000397;102,1025627;99,22717903;97,7998;98,50467453;101,078754;99,96447617;100,3249352;100,969758;99,31970791;100,1994583;100,4041517
21/02/2012;100,7757087;99,67856548;102,2564312;98,84068917;97,7998;99,30354744;101,1104927;99,94078459;100,2197947;100,9438088;99,42051741;100,0725056;100,1876804
22/02/2012;100,82005;99,81253348;102,153868;99,79549023;102,8727734;98,68905709;100,6029181;99,91709862;99,85669836;99,82686555;99,74810801;99,91829388;100,6467403
23/02/2012;100,4965185;99,30358937;102,4102742;99,70457653;100,345498;98,66852977;99,80976465;99,96445932;100,2484362;101,0840851;100,0001715;100,199464;100,9162723
24/02/2012;100,9390046;100,2679265;103,0769651;100,3410906;100,5636491;99,01673101;100,9201483;99,95266352;100,3917915;101,0789298;100,6049725;100,2811265;101,1587741
25/02/2012;100,9390046;100,2679265;103,0769651;100,3410906;100,5636491;99,01673101;100,9201483;99,95266352;100,3917915;101,0789298;100,6049725;100,2811265;101,1587741
26/02/2012;100,9390046;100,2679265;103,0769651;100,3410906;100,5636491;99,01673101;100,9201483;99,95266352;100,3917915;101,0789298;100,6049725;100,2811265;101,1587741
27/02/2012;101,1598592;101,125117;103,2820883;100,5229086;100,218213;99,282987;105,1079308;99,92897474;100,4681896;101,7404914;100,7057787;100,3083027;101,3833466
28/02/2012;101,3298077;100,375072;102,6667336;100,5456268;99,06750746;98,77088535;105,7107247;99,9526579;100,8026482;102,6409965;100,6553251;100,6257785;101,3923697
29/02/2012;101,6245762;101,2322752;104,3077587;100,8638537;99,06750746;100,4300387;105,3617736;99,97634668;100,8504287;102,3033076;101,008122;100,5532273;101,6977635
01/03/2012;101,2264111;100,1340062;102,4616156;100,6593018;99,06750746;99,5902427;104,7589989;99,97634668;100,449044;101,6798713;101,0333741;100,4534785;101,7786132
02/03/2012;101,7509663;101,5002346;103,0257693;101,4549129;99,89095658;101,3517949;105,9963075;99,95885082;100,12379;100,7245889;101,0983385;100,2508638;102,024205
03/03/2012;101,7509663;101,5002346;103,0257693;101,4549129;99,89095658;101,3517949;105,9963075;99,95885082;100,12379;100,7245889;101,0983385;100,2508638;102,024205
04/03/2012;101,7509663;101,5002346;103,0257693;101,4549129;99,89095658;101,3517949;105,9963075;99,95885082;100,12379;100,7245889;101,0983385;100,2508638;102,024205
05/03/2012;101,4421521;100,3483084;102,0514546;100,7502071;101,3091085;101,0035501;106,7576789;99,98254107;100,525787;101,6705942;100,7941336;100,46911;102,5112686
06/03/2012;101,0269494;99,94651379;101,4360843;99,65908235;101,3091085;99,40587599;105,0762455;99,98254107;100,3248359;100,8634314;100,5406364;100,3236307;102,5563735
07/03/2012;99,54943028;95,95504981;100,5642412;96,38558047;100,0182278;96,25142933;98,98487047;99,98254107;100,7459996;102,0871065;99,37446552;100,523676;101,6454678
08/03/2012;100,2438871;97,32125781;101,2308815;97,09025545;100,0182278;96,92740311;101,0787964;99,95884521;100,5545822;101,4622313;99,55194832;100,4328026;102,0964688
09/03/2012;101,2412135;99,78572402;102,9744822;98,70428386;96,98187447;98,64796145;103,616885;99,92325986;100,2578456;100,4467973;100,3631971;100,2055232;102,5564134
10/03/2012;101,2412135;99,78572402;102,9744822;98,70428386;96,98187447;98,64796145;103,616885;99,92325986;100,2578456;100,4467973;100,3631971;100,2055232;102,5564134
11/03/2012;101,2412135;99,78572402;102,9744822;98,70428386;96,98187447;98,64796145;103,616885;99,92325986;100,2578456;100,4467973;100,3631971;100,2055232;102,5564134
12/03/2012;101,6327133;99,08921967;103,3847326;98,45426591;100,1818884;98,0744222;103,8072292;99,92325986;100,1812486;100,6463851;100,3631971;100,187386;102,6916853
13/03/2012;101,6401325;99,24994239;102,3590526;97,70414286;100,1818884;96,82495406;102,982377;99,93515073;100,1524966;100,6290739;100,2110465;100,2783561;102,9892858
14/03/2012;103,4737205;101,0179809;103,2821266;100,0228576;100,1818884;99,50826401;105,1397548;99,87588918;99,43470366;98,858606;101,022255;99,94192223;103,2508786
15/03/2012;103,3614515;100,3214619;102,1026447;98,81808225;100,1818884;98,75040907;103,6486628;99,73376579;98,29856273;96,36786342;100,7434335;99,39633928;102,7007579
16/03/2012;103,9598109;101,2858521;102,9743971;99,88650336;98,76371359;99,34439278;104,4734988;99,79300765;98,26700889;96,51540262;100,4391884;99,35091515;102,3129598
17/03/2012;103,9598109;101,2858521;102,9743971;99,88650336;98,76371359;99,34439278;104,4734988;99,79300765;98,26700889;96,51540262;100,4391884;99,35091515;102,3129598
18/03/2012;103,9598109;101,2858521;102,9743971;99,88650336;98,76371359;99,34439278;104,4734988;99,79300765;98,26700889;96,51540262;100,4391884;99,35091515;102,3129598
19/03/2012;104,1030676;102,169875;103,5384908;100,4093093;100,3089706;99,50821169;103,4899853;99,8522847;98,23831493;96,70631009;100,3124341;99,36005544;102,4031998
20/03/2012;104,5111516;102,6520147;103,8974588;100,5002802;99,50920723;99,50821169;102,8237168;99,78118987;97,63532815;95,55202357;100,5913027;99,04180518;102,1326506
21/03/2012;104,2069196;101,446572;102,8717831;98,45439595;98,10921219;98,29968446;100,2856162;99,75754173;97,68316946;95,93384945;100,4392086;99,18729759;101,7809057
22/03/2012;104,0362287;100,8572689;102,3076342;98,06796245;99,00014195;98,52498733;100,1269643;99,81679771;98,18086521;97,01866942;100,2871437;99,42366092;101,6816694
23/03/2012;103,2868557;99,70537804;102,4615049;97,29508883;97,80976424;97,15263278;97,77928739;99,82867591;98,30526037;97,33106954;100,2363984;99,51453415;101,6366244
24/03/2012;103,2868557;99,70537804;102,4615049;97,29508883;97,80976424;97,15263278;97,77928739;99,82867591;98,30526037;97,33106954;100,2363984;99,51453415;101,6366244
25/03/2012;103,2868557;99,70537804;102,4615049;97,29508883;97,80976424;97,15263278;97,77928739;99,82867591;98,30526037;97,33106954;100,2363984;99,51453415;101,6366244
26/03/2012;103,6207821;100,4018201;102,4615049;98,3180494;97,85465892;97,84902286;99,42901953;99,84055552;98,66898983;98,25104281;99,9068211;99,74182534;101,64567
27/03/2012;105,0750998;102,1162816;103,1794526;99,88661556;97,85465892;99,71304674;101,8084554;99,86421773;98,55413912;97,74770272;100,6166591;99,66911355;101,4291648
28/03/2012;104,7486315;100,9376555;103,9486555;99,18191548;98,98194459;99,16003818;100,0635603;99,89976939;99,09973484;98,45070419;100,7180807;99,77825123;101,4652735
29/03/2012;104,229183;99,81260435;104,2050968;98,90916522;98,98194459;97,54184552;97,14480629;99,87609315;98,9274995;98,3118887;100,1350237;99,76009159;101,5374154
30/03/2012;104,0510553;99,03576285;104,0512901;98,54547622;98,98194459;97,52136173;97,2400082;99,91164904;99,3390379;99,04962111;100,1350237;100,0328357;101,4111028
31/03/2012;104,0510553;99,03576285;104,0512901;98,54547622;98,98194459;97,52136173;97,2400082;99,91164904;99,3390379;99,04962111;100,1350237;100,0328357;101,4111028
01/04/2012;104,0510553;99,03576285;104,0512901;98,54547622;98,98194459;97,52136173;97,2400082;99,91164904;99,3390379;99,04962111;100,1350237;100,0328357;101,4111028
02/04/2012;104,4814105;100,0537515;104,3589697;98,93197157;98,98194459;97,56232071;97,9538471;99,89975955;98,85088586;97,37459297;99,80547932;99,87828495;101,6545909
03/04/2012;105,245692;101,5806718;104,5127949;99,70482814;98,98194459;98,8937537;98,9849093;99,92383539;99,08763374;97,91268497;100,0383255;99,89027034;102,0842848
04/04/2012;104,8153424;99,46444163;103,1794206;98,38633149;98,98194459;98,01300593;99,11180795;99,85268962;98,35894328;96,21595605;100,0128157;99,46194087;101,803553
05/04/2012;103,7765175;96,89278849;100,7691494;97,34068156;98,98194459;96,08754042;96,684758;99,87635471;98,85752476;97,5386368;99,88529939;99,67150717;101,785432
06/04/2012;103,7765175;96,89278849;100,7691494;97,34068156;98,98194459;96,08754042;96,684758;99,87635471;98,85752476;97,5386368;99,88529939;99,67150717;101,785432
07/04/2012;103,7765175;96,89278849;100,7691494;97,34068156;98,98194459;96,08754042;96,684758;99,87635471;98,85752476;97,5386368;99,88529939;99,67150717;101,785432
08/04/2012;103,7765175;96,89278849;100,7691494;97,34068156;98,98194459;96,08754042;96,684758;99,87635471;98,85752476;97,5386368;99,88529939;99,67150717;101,785432
09/04/2012;103,7245255;96,00873869;100,7691494;97,90895646;98,98194459;95,92371117;97,17649668;99,91191069;99,29852818;98,24335345;99,40065592;99,89935624;101,5409434
10/04/2012;102,5595954;95,58015568;100,1537522;96,90871856;97,80010017;95,2886962;94,98740174;99,98304797;100,3148486;100,5403813;99,04350936;100,3367156;101,8668898
11/04/2012;100,8381325;93,16924183;98,97424142;95,56750189;97,80010017;93,54758114;92,76659628;100,0304399;100,7846231;101,6801071;98,68645751;100,3458463;101,4322238
12/04/2012;101,6543164;94,74976485;100,3076224;96,36310135;95,70893843;93,89576524;94,51153596;100,0186363;100,391563;100,4620811;99,2731485;100,3549777;101,7762819
13/04/2012;102,9825317;96,62495744;100,7691378;98,88636915;98,9637123;95,98503991;96,24062451;100,0304385;100,1901775;100,0444602;99,98731953;100,2547231;102,2652152
14/04/2012;102,9825317;96,62495744;100,7691378;98,88636915;98,9637123;95,98503991;96,24062451;100,0304385;100,1901775;100,0444602;99,98731953;100,2547231;102,2652152
15/04/2012;102,9825317;96,62495744;100,7691378;98,88636915;98,9637123;95,98503991;96,24062451;100,0304385;100,1901775;100,0444602;99,98731953;100,2547231;102,2652152
16/04/2012;101,7582754;94,08004932;99,69221799;97,7042815;97,89094566;94,05958001;95,62198977;100,0422421;100,7942241;101,6628794;99,65576158;100,5645102;102,2290133
17/04/2012;101,6915219;95,07118264;99,89738458;97,90887426;97,89094566;93,56802465;94,06746309;100,0422421;100,7654978;101,5149599;99,80883283;100,5827124;102,2471078
18/04/2012;103,1993021;97,05351186;100,5127525;99,0909281;97,27276434;94,24396006;94,82884513;100,0422421;100,6599963;101,454051;100,3061802;100,6009179;102,5096784
19/04/2012;102,8490437;96,27669556;100,3076059;98,8408226;97,87274275;93,58849331;93,97225618;100,0659521;100,8613163;101,749891;100,2934414;100,7284798;102,4915342
20/04/2012;102,18865;95,76768067;99,64096159;98,93175616;97,76341889;93,54750155;95,11439498;100,0777599;100,9763991;101,8456376;100,0128203;100,6555524;102,5005534
21/04/2012;102,18865;95,76768067;99,64096159;98,93175616;97,76341889;93,54750155;95,11439498;100,0777599;100,9763991;101,8456376;100,0128203;100,6555524;102,5005534
22/04/2012;102,18865;95,76768067;99,64096159;98,93175616;97,76341889;93,54750155;95,11439498;100,0777599;100,9763991;101,8456376;100,0128203;100,6555524;102,5005534
23/04/2012;102,359305;96,97310846;99,89733778;99,43185618;97,93157198;94,46922509;96,22476042;100,0777599;100,9859918;101,8630532;100,2168465;100,6737711;102,8808305
24/04/2012;101,4985656;94,80323819;98,76909725;97,88608855;96,25449381;93,28118011;94,00398918;100,1014784;101,1873579;102,6026808;100,1402808;100,7740421;102,6182786
25/04/2012;101,8843617;95,49975758;99,3845275;98,61348007;96,59561973;93,38360285;93,78195176;100,0659423;100,9285206;101,8804606;100,3188309;100,6282221;102,7269514
26/04/2012;103,2793624;97,08027857;99,89735166;99,9092612;97,40354549;93,17881261;94,52751827;100,089658;100,8038739;101,3584251;101,084063;100,6738067;103,052904
27/04/2012;103,9991162;97,72324125;100,4101248;100,2957102;98,07991571;93,28121612;94,35302047;100,1014685;101,13945;101,9674879;101,1860568;100,8287437;103,0981442
28/04/2012;103,9991162;97,72324125;100,4101248;100,2957102;98,07991571;93,28121612;94,35302047;100,1014685;101,13945;101,9674879;101,1860568;100,8287437;103,0981442
29/04/2012;103,9991162;97,72324125;100,4101248;100,2957102;98,07991571;93,28121612;94,35302047;100,1014685;101,13945;101,9674879;101,1860568;100,8287437;103,0981442
30/04/2012;104,1697788;98,23218389;100,1024681;100,5912817;98,13444815;94,10050504;94,82893711;100,0777445;101,2449384;102,0544661;101,0330635;100,8196691;103,1795917
01/05/2012;103,7839339;97,61607163;99,89735819;100,2502772;97,89078031;93,69079144;95,01925879;100,1014629;101,3311991;102,0805921;101,3391936;100,7831724;103,46932
02/05/2012;104,42947;98,36615353;98,87171201;100,7276691;99,22532532;94,3667705;95,33652809;100,0986601;101,1473843;101,5528354;101,6867871;100,747092;103,5108112
03/05/2012;104,1215075;97,32140661;98,30764889;100,7049046;98,68931011;93,7522541;92,79847904;100,1104717;101,3394632;102,268072;101,763764;100,8475368;103,6925762
04/05/2012;103,3238326;96,43743628;97,53839154;99,79564002;98,61785905;93,28114902;91,275656;100,0986587;101,329836;102,2418914;101,6097954;100,9571581;104,1016434
05/05/2012;103,3238326;96,43743628;97,53839154;99,79564002;98,61785905;93,28114902;91,275656;100,0986587;101,329836;102,2418914;101,6097954;100,9571581;104,1016434
06/05/2012;103,3238326;96,43743628;97,53839154;99,79564002;98,61785905;93,28114902;91,275656;100,0986587;101,329836;102,2418914;101,6097954;100,9571581;104,1016434
07/05/2012;101,6543261;94,77659075;96,82041144;97,97706407;97,21807716;91,39668325;87,75405864;100,1341937;101,7331287;103,0442858;101,6303206;101,0576105;104,065312
08/05/2012;101,7285338;95,55347446;97,23063952;97,59064253;97,67266889;92,37992876;87,27816838;100,1341937;101,7043382;103,0617003;101,686827;101,0940923;104,0562583
09/05/2012;101,3203989;94,26761136;96,41011016;96,09028399;95,89063105;89,88095931;86,70710732;100,1460095;101,9348003;103,6112253;101,686827;101,1671833;103,874472
10/05/2012;100,7193663;92,87461886;95,58956371;95,18098163;93,63652998;88,69291279;84,77180469;100,1341923;102,021241;103,6809556;101,3018407;101,1945996;103,347309
11/05/2012;100,9271504;93,35682389;95,99983412;95,99934771;94,27241566;89,00014504;86,19944665;100,1223765;101,877187;103,3757189;101,3018407;101,0941134;103,3745927
12/05/2012;100,9271504;93,35682389;95,99983412;95,99934771;94,27241566;89,00014504;86,19944665;100,1223765;101,877187;103,3757189;101,3018407;101,0941134;103,3745927
13/05/2012;100,9271504;93,35682389;95,99983412;95,99934771;94,27241566;89,00014504;86,19944665;100,1223765;101,877187;103,3757189;101,3018407;101,0941134;103,3745927
14/05/2012;100,6229559;92,9014293;94,96389991;95,0445382;93,21807296;88,01696044;85,50148973;100,1341909;102,2132798;104,2305327;101,5071795;101,1672044;103,0565091
15/05/2012;99,50996541;90,99945834;93,89726538;93,88518492;91,85447899;85,49747495;82,32887145;100,1223751;102,6646537;105,6871544;100,6858849;101,3955388;101,8567252
16/05/2012;98,93857919;89,57968479;92,71782183;93,1350423;91,23629835;84,06368229;81,56741172;100,1105606;102,6935024;106,1145532;100,249613;101,3407852;101,4749662
17/05/2012;98,55944655;88,96355572;91,69217729;91,24821948;88,83632752;83,46968831;81,28184421;100,0987476;102,7703172;106,4198448;99,29994842;101,3225439;101,0840847
18/05/2012;97,09840132;87,49023027;92,51273058;89,63422097;88,83632752;81,58519316;77,34780295;100,0513008;103,1544726;108,3037953;98,01669519;101,3864784;100,456959
19/05/2012;97,09840132;87,49023027;92,51273058;89,63422097;88,83632752;81,58519316;77,34780295;100,0513008;103,1544726;108,3037953;98,01669519;101,3864784;100,456959
20/05/2012;97,09840132;87,49023027;92,51273058;89,63422097;88,83632752;81,58519316;77,34780295;100,0513008;103,1544726;108,3037953;98,01669519;101,3864784;100,456959
21/05/2012;96,2673361;87,24910719;91,17943711;88,56578106;87,00363408;81,13459814;76,64981638;100,061406;103,0872159;108,3301131;98,09373631;101,359104;100,2842735
22/05/2012;97,92197907;89,33854881;92,10253773;90,65717341;88,99819239;83,20344926;79,94928437;100,0750143;102,8183644;108,1032699;98,761068;101,3408594;100,884174
23/05/2012;98,09265708;89,04391028;91,9999355;90,02066939;89,3818636;81,97445111;79,12444761;100,0394877;102,5975106;106,8996481;98,68403437;101,0942971;101,1841027
24/05/2012;98,14464619;88,10636695;91,281968;88,9749893;87,41001031;82,01543833;77,34778726;100,0869064;102,8664187;107,6409971;98,60706082;101,2129818;100,5296439
25/05/2012;98,33759856;87,5438078;90,87174684;88,61125954;87,34550172;81,66720078;77,25257213;100,0513756;102,6455645;107,2311002;98,6584351;101,1307969;100,3296904
26/05/2012;98,33759856;87,5438078;90,87174684;88,61125954;87,34550172;81,66720078;77,25257213;100,0513756;102,6455645;107,2311002;98,6584351;101,1307969;100,3296904
27/05/2012;98,33759856;87,5438078;90,87174684;88,61125954;87,34550172;81,66720078;77,25257213;100,0513756;102,6455645;107,2311002;98,6584351;101,1307969;100,3296904
28/05/2012;98,33759856;87,5438078;90,87174684;88,61125954;87,34550172;81,66720078;77,25257213;100,0513756;102,6455645;107,2311002;98,6584351;101,1307969;100,3296904
29/05/2012;98,01849306;87,40986577;90,35895757;87,56555807;86,6545988;82,3431602;76,45941998;100,0987999;102,9432366;107,632359;98,53008047;101,2860326;100,4569085
30/05/2012;99,20569304;88,24025949;91,48717952;90,17982781;89,07278204;83,55171076;78,99749042;100,0750765;102,8567643;107,300959;99,35142723;101,2312369;100,4296846
31/05/2012;97,76621844;85,96330784;90,25640249;87,95202534;88,53513872;81,97450512;76,61808601;100,1225121;103,8362693;110,0223259;98,86381042;101,5691468;100,4205455
01/06/2012;97,55103499;86,07041812;91,17945472;88,45212056;89,03642468;82,28174556;75,92009525;100,1580556;104,2395693;111,2957243;97,81150402;101,8705024;100,6023067
02/06/2012;97,55103499;86,07041812;91,17945472;88,45212056;89,03642468;82,28174556;75,92009525;100,1580556;104,2395693;111,2957243;97,81150402;101,8705024;100,6023067
03/06/2012;97,55103499;86,07041812;91,17945472;88,45212056;89,03642468;82,28174556;75,92009525;100,1580556;104,2395693;111,2957243;97,81150402;101,8705024;100,6023067
04/06/2012;95,09499258;84,24882379;88,71788298;86,56534837;86,52728919;80,33586456;73,73101522;100,1673703;105,1333194;113,9320974;97,08476455;102,1246693;99,02184449
05/06/2012;95,05048813;84,83814431;89,74355043;87,13364988;86,30906737;80,56120666;75,15866887;100,1555505;104,5274361;113,0319199;97,23971183;101,8867188;100,075932
06/06/2012;95,77021042;85,10606317;90,82047303;88,15659893;86,92721291;80,82746145;75,03180104;100,1792874;104,1812412;111,5198919;97,60124908;101,6762209;100,6554717
07/06/2012;97,92197551;87,97243538;92,25634471;90,77079472;89,54537364;82,83481146;78,47403497;100,1437237;103,4983332;109,2912784;98,45350319;101,3742425;101,8236792
08/06/2012;97,98131623;88,13316102;91,69219716;90,81627089;90,34537201;83,30589303;79,09272426;100,1319068;103,7483851;109,4572918;98,8151229;101,529852;101,9879207
09/06/2012;97,98131623;88,13316102;91,69219716;90,81627089;90,34537201;83,30589303;79,09272426;100,1319068;103,7483851;109,4572918;98,8151229;101,529852;101,9879207
10/06/2012;97,98131623;88,13316102;91,69219716;90,81627089;90,34537201;83,30589303;79,09272426;100,1319068;103,7483851;109,4572918;98,8151229;101,529852;101,9879207
11/06/2012;98,76046365;88,13316102;90,87164369;90,24794266;89,58177292;82,85529145;79,60034137;100,1319068;103,8253664;109,4310221;99,07342564;101,484062;102,3438586
12/06/2012;97,51015618;87,14201549;90,41010661;89,31595216;89,39992192;81,52388978;78,01406577;100,1319068;104,1042414;109,9291521;98,55685679;101,5756006;102,3895039
13/06/2012;98,62684249;88,80285516;91,4870718;91,02090437;90,39994945;82,73239992;79,83826867;100,0844443;103,5464509;108,9240699;99,3317108;101,4932228;102,7819629
14/06/2012;97,99612384;87,99918933;90,92296252;90,11160554;90,19971356;82,19985146;78,90232464;100,0726343;104,0946258;109,9990415;99,07344835;101,7586276;103,2018272
15/06/2012;99,03488275;88,61535965;91,69217078;90,45258785;90,05449202;82,99866962;79,94927959;100,0845429;103,8157563;109,8592327;99,56415914;101,6854631;103,3661245
16/06/2012;99,03488275;88,61535965;91,69217078;90,45258785;90,05449202;82,99866962;79,94927959;100,0845429;103,8157563;109,8592327;99,56415914;101,6854631;103,3661245
17/06/2012;99,03488275;88,61535965;91,69217078;90,45258785;90,05449202;82,99866962;79,94927959;100,0845429;103,8157563;109,8592327;99,56415914;101,6854631;103,3661245
18/06/2012;100,0427608;90,00830449;92,97421071;91,72561757;91,0544571;83,98187186;83,02668726;100,1200729;104,2966308;110,4710388;99,89988949;101,9234071;103,6125494
19/06/2012;100,2366436;89,17788787;93,23063358;92,72588543;92,2362529;84,49399331;82,20181712;100,0963445;104,2677407;111,065373;99,71907069;101,8959897;103,85894
20/06/2012;101,2062327;91,24057242;93,69212522;94,08979048;93,2544489;86,89058094;83,12190206;100,0845331;103,9118749;109,614526;100,5971968;101,7770771;104,1965854
21/06/2012;101,0421774;91,8654791;94,56393045;93,83969982;93,21807966;86,8327987;81,21832738;100,0490031;103,7003103;110,1563506;100,9329903;101,6214599;104,2696272
22/06/2012;98,77489195;89,33054307;93,20920758;90,67185923;89,92244767;83,83784864;77,45881222;100,0609089;103,9215031;110,7419418;100,351919;101,7587505;103,9136507
23/06/2012;98,77489195;89,33054307;93,20920758;90,67185923;89,92244767;83,83784864;77,45881222;100,0609089;103,9215031;110,7419418;100,351919;101,7587505;103,9136507
24/06/2012;98,77489195;89,33054307;93,20920758;90,67185923;89,92244767;83,83784864;77,45881222;100,0609089;103,9215031;110,7419418;100,351919;101,7587505;103,9136507
25/06/2012;99,53565617;90,32246942;93,83063336;91,53188182;89,36420912;83,65063873;78,71201835;100,0728162;103,4694445;109,2648658;100,8039041;101,6123197;104,0870826
26/06/2012;97,93960192;87,92522076;92,38066859;89,83515532;87,50248455;81,92442414;77,50646507;100,0728162;104,036871;110,8555437;100,7522925;101,9326017;103,8589237
27/06/2012;98,43184636;88,47633604;93,41634826;90,95081812;88,4374486;82,46520727;79,21966798;100,0490989;103,8060131;110,4185511;100,6490214;101,8228203;103,8133297
28/06/2012;99,32157182;89,22033355;94,14135254;92,11298767;89,09745727;82,96436917;79,75899548;100,0490989;103,9503035;110,5933437;101,2171851;101,8685388;104,1327633
29/06/2012;99,03592298;89,08257735;95,48766802;91,50863436;88,82250252;82,52764473;78,68033482;100,0610048;104,2868946;110,8642974;101,1655643;101,9875212;103,9776055
30/06/2012;99,03592298;89,08257735;95,48766802;91,50863436;88,82250252;82,52764473;78,68033482;100,0610048;104,2868946;110,8642974;101,1655643;101,9875212;103,9776055
01/07/2012;99,03592298;89,08257735;95,48766802;91,50863436;88,82250252;82,52764473;78,68033482;100,0610048;104,2868946;110,8642974;101,1655643;101,9875212;103,9776055
02/07/2012;101,5082558;92,85754065;97,4553824;94,71619501;92,03077131;86,20895538;82,9950857;100,0610048;103,8060277;109,4222855;101,9145942;101,850246;104,6985862
03/07/2012;101,8103443;93,71173717;97,14469464;95,2740734;91,84744602;86,81207323;83,94687335;100,0920237;104,2870648;110,5486785;102,1099645;102,0453911;105,3436342
04/07/2012;101,8103443;93,71173717;97,14469464;95,2740734;91,84744602;86,81207323;83,94687335;100,0920237;104,2870648;110,5486785;102,1099645;102,0453911;105,3436342
05/07/2012;102,4831071;94,45571465;98,38746672;96,20375781;93,84567905;88,20558063;86,73877846;100,0683019;104,0269729;109,6991119;102,5776281;101,9720204;105,4994374
06/07/2012;102,0191661;92,1962395;97,14463624;96,13401008;92,9931849;87,56079783;85,21590573;100,1062278;104,3062853;110,2596743;102,473717;102,2379635;105,7376551
07/07/2012;102,0191661;92,1962395;97,14463624;96,13401008;92,9931849;87,56079783;85,21590573;100,1062278;104,3062853;110,2596743;102,473717;102,2379635;105,7376551
08/07/2012;102,0191661;92,1962395;97,14463624;96,13401008;92,9931849;87,56079783;85,21590573;100,1062278;104,3062853;110,2596743;102,473717;102,2379635;105,7376551
09/07/2012;101,0495759;91,01142563;96,73041151;95,27399523;91,64571365;86,41690357;82,99509401;100,139463;104,6722961;111,2844278;102,3957345;102,3112681;105,8934067
10/07/2012;100,9227587;90,9562727;96,21261362;94,78590655;90,93188519;86,20889808;82,70959088;100,139463;104,9612963;112,2654;102,4996661;102,5130259;105,8934067
11/07/2012;100,0427122;90,57052715;95,17698104;93,8097065;90,94907132;85,10663111;81,82128988;100,139463;105,0094735;112,4930742;102,1358948;102,5588492;105,9300458
12/07/2012;100,0576186;90,90120014;95,38408616;94,94865015;90,63738885;85,3977809;82,67787696;100,1512795;104,9131798;112,6332406;102,6035751;102,5497215;106,443065
13/07/2012;99,57283944;89,96437238;93,93415266;93,55404437;89,31743656;84,83620509;82,10682087;100,1750153;105,1539556;113,4302334;102,2138867;102,7330804;106,8095485
14/07/2012;99,57283944;89,96437238;93,93415266;93,55404437;89,31743656;84,83620509;82,10682087;100,1750153;105,1539556;113,4302334;102,2138867;102,7330804;106,8095485
15/07/2012;99,57283944;89,96437238;93,93415266;93,55404437;89,31743656;84,83620509;82,10682087;100,1750153;105,1539556;113,4302334;102,2138867;102,7330804;106,8095485
16/07/2012;101,2434725;91,39714497;94,86626126;94,99515087;90,65576902;86,52088245;83,53449427;100,1987568;105,0673087;113,132479;102,6036283;102,7697561;107,3226616
17/07/2012;101,0048417;91,45225745;94,4519803;95,01842468;90,21581658;86,64564556;83,97864717;100,2343274;105,2984568;113,6579794;102,3438359;102,8522802;107,8082966
18/07/2012;101,6984419;91,83800307;94,03771391;96,38973059;90,01418423;87,45673545;85,3428803;100,2224997;105,0287875;112,7646277;102,8375425;102,815562;108,1014274
19/07/2012;102,4517223;92,47177713;94,34841452;96,94753796;89,79418956;87,62307816;84,96216571;100,2462525;105,1347615;112,8259716;103,3571806;103,0172861;108,1014274
20/07/2012;102,7202482;93,35349552;95,02159045;98,13291551;91,31557252;88,22618781;86,29462735;100,2700108;104,9806339;112,5369115;103,5260663;102,9347693;108,064781
21/07/2012;102,7202482;93,35349552;95,02159045;98,13291551;91,31557252;88,22618781;86,29462735;100,2700108;104,9806339;112,5369115;103,5260663;102,9347693;108,064781
22/07/2012;102,7202482;93,35349552;95,02159045;98,13291551;91,31557252;88,22618781;86,29462735;100,2700108;104,9806339;112,5369115;103,5260663;102,9347693;108,064781
23/07/2012;101,7805634;91,09406087;92,79494953;96,99398489;89,66586538;87,20708711;84,80354249;100,2818427;105,3947825;113,912;102,9154695;103,0814513;108,0922295
24/07/2012;100,7513584;88,99989951;91,55214677;95,15779176;88,14423565;85,21048086;80,99645705;100,2936759;105,568157;114,5513881;103,0194142;103,1731938;107,414275
25/07/2012;99,88247864;87,70486197;90,67187288;94,94863493;88,14423565;84,6905265;80,3460555;100,2699063;105,7704256;115,4534803;102,3698767;103,3015412;107,0202794
26/07/2012;99,90854797;88,31107798;90,72364651;95,69246254;88,14423565;84,33694355;81,34539974;100,2817382;105,8281762;115,7512348;102,1879655;103,3382133;107,2585066
